"","Species","trait_name","standard_unit","Meanvalue"
"2034","Acropora inermis","Northern-most range edge","deg",28.37237446
"2035","Acropora inermis","Ocean basin","cat",NA
"2036","Acropora inermis","Range size","km^2",35601900.45
"2037","Acropora inermis","Southern-most range edge","deg",-29.41969061
"2038","Acropora inermis","Species age phylogeny","mya",1.1949437886425
"2039","Acropora inermis","Substrate attachment","cat",NA
"2040","Acropora inermis","Water clarity preference","cat",NA
"2041","Acropora inermis","Wave exposure preference","cat",NA
"2042","Acropora inermis","Western-most range edge","deg",29.0328782
"2043","Acropora inermis","Zooxanthellate","cat",NA
"2044","Acropora insignis","Abundance world","cat",NA
"2045","Acropora insignis","Coloniality","cat",NA
"2046","Acropora insignis","Depth lower","m",30
"2047","Acropora insignis","Depth upper","m",0.5
"2048","Acropora insignis","Eastern-most range edge","deg",-173.41230048
"2049","Acropora insignis","Genus fossil age","mya",52.44
"2050","Acropora insignis","Genus fossil stage","cat",NA
"2051","Acropora insignis","Geographical region","cat",NA
"2052","Acropora insignis","Growth form Veron","cat",NA
"2053","Acropora insignis","Growth form typical","cat",NA
"2054","Acropora insignis","Habitat type","cat",NA
"2055","Acropora insignis","IUCN Red List category","cat",NA
"2056","Acropora insignis","Indo-Pacific faunal province","cat",NA
"2057","Acropora insignis","Northern-most range edge","deg",38.18648223
"2058","Acropora insignis","Ocean basin","cat",NA
"2059","Acropora insignis","Range size","km^2",27863810.025
"2060","Acropora insignis","Season","cat",NA
"2061","Acropora insignis","Southern-most range edge","deg",-25.02648672
"2062","Acropora insignis","Species age phylogeny","mya",1.98762848113039
"2063","Acropora insignis","Substrate attachment","cat",NA
"2064","Acropora insignis","Symbiodinium density","units cm^-2",1490000
"2065","Acropora insignis","Water clarity preference","cat",NA
"2066","Acropora insignis","Water depth","m",NA
"2067","Acropora insignis","Water temperature","ºC",27
"2068","Acropora insignis","Wave exposure preference","cat",NA
"2069","Acropora insignis","Western-most range edge","deg",93.4045491
"2070","Acropora insignis","Zooxanthellate","cat",NA
"2071","Acropora intermedia","Abundance GBR","cat",NA
"2072","Acropora intermedia","Abundance world","cat",NA
"2073","Acropora intermedia","Coloniality","cat",NA
"2074","Acropora intermedia","Colony maximum diameter","cm",500
"2075","Acropora intermedia","Corallite width maximum","mm",1.5
"2076","Acropora intermedia","Corallite width minimum","mm",0.8
"2077","Acropora intermedia","Depth lower","m",18.75
"2078","Acropora intermedia","Depth upper","m",2
"2079","Acropora intermedia","Eastern-most range edge","deg",-136.55242213
"2080","Acropora intermedia","Genus fossil age","mya",52.44
"2081","Acropora intermedia","Genus fossil stage","cat",NA
"2082","Acropora intermedia","Geographical region","cat",NA
"2083","Acropora intermedia","Growth form Veron","cat",NA
"2084","Acropora intermedia","Growth form Wallace","cat",NA
"2085","Acropora intermedia","Growth form typical","cat",NA
"2086","Acropora intermedia","Growth outline type","cat",NA
"2087","Acropora intermedia","IUCN Red List category","cat",NA
"2088","Acropora intermedia","Indo-Pacific faunal province","cat",NA
"2089","Acropora intermedia","Life history strategy","cat",NA
"2090","Acropora intermedia","Mode of larval development","cat",NA
"2091","Acropora intermedia","Nitrogen concentration","%",1.41910386033333
"2092","Acropora intermedia","Northern-most range edge","deg",31.29678534
"2093","Acropora intermedia","Ocean basin","cat",NA
"2094","Acropora intermedia","Oocyte size at maturity","µm",420
"2095","Acropora intermedia","Phosphorus concentration","%",0.151666659333333
"2096","Acropora intermedia","Range size","km^2",59433259.805
"2097","Acropora intermedia","Sample identifier","id",191.166666666667
"2098","Acropora intermedia","Sexual system","cat",NA
"2099","Acropora intermedia","Southern-most range edge","deg",-35.53327447
"2100","Acropora intermedia","Species age phylogeny","mya",3.26136952521733
"2101","Acropora intermedia","Substrate attachment","cat",NA
"2102","Acropora intermedia","Symbiodinium clade","cat",NA
"2103","Acropora intermedia","Symbiodinium sp. in propagules","bin",NA
"2104","Acropora intermedia","Symbiodinium subclade","cat",NA
"2105","Acropora intermedia","Water clarity preference","cat",NA
"2106","Acropora intermedia","Water depth","m",4.46363636363636
"2107","Acropora intermedia","Wave exposure preference","cat",NA
"2108","Acropora intermedia","Western-most range edge","deg",31.0527923
"2109","Acropora intermedia","Zooxanthellate","cat",NA
"2110","Acropora irregularis","Abundance world","cat",NA
"2111","Acropora irregularis","Coloniality","cat",NA
"2112","Acropora irregularis","Colony maximum diameter","cm",300
"2113","Acropora irregularis","Depth lower","m",15
"2114","Acropora irregularis","Depth upper","m",1
"2115","Acropora irregularis","Eastern-most range edge","deg",132.31916362
"2116","Acropora irregularis","Genus fossil age","mya",52.44
"2117","Acropora irregularis","Genus fossil stage","cat",NA
"2118","Acropora irregularis","Geographical region","cat",NA
"2119","Acropora irregularis","Growth form Veron","cat",NA
"2120","Acropora irregularis","Growth form typical","cat",NA
"2121","Acropora irregularis","IUCN Red List category","cat",NA
"2122","Acropora irregularis","Indo-Pacific faunal province","cat",NA
"2123","Acropora irregularis","Northern-most range edge","deg",30.35562128
"2124","Acropora irregularis","Ocean basin","cat",NA
"2125","Acropora irregularis","Range size","km^2",22507798.755
"2126","Acropora irregularis","Southern-most range edge","deg",-30.33913033
"2127","Acropora irregularis","Species age phylogeny","mya",1.79826478359895
"2128","Acropora irregularis","Substrate attachment","cat",NA
"2129","Acropora irregularis","Water clarity preference","cat",NA
"2130","Acropora irregularis","Wave exposure preference","cat",NA
"2131","Acropora irregularis","Western-most range edge","deg",30.2013516
"2132","Acropora irregularis","Zooxanthellate","cat",NA
"2133","Acropora jacquelineae","Abundance world","cat",NA
"2134","Acropora jacquelineae","Coloniality","cat",NA
"2135","Acropora jacquelineae","Colony maximum diameter","cm",86.6666666666667
"2136","Acropora jacquelineae","Corallite width maximum","mm",0.5
"2137","Acropora jacquelineae","Corallite width minimum","mm",0.1
"2138","Acropora jacquelineae","Depth lower","m",35.5
"2139","Acropora jacquelineae","Depth upper","m",10
"2140","Acropora jacquelineae","Genus fossil age","mya",52.44
"2141","Acropora jacquelineae","Genus fossil stage","cat",NA
"2142","Acropora jacquelineae","Geographical region","cat",NA
"2143","Acropora jacquelineae","Growth form Veron","cat",NA
"2144","Acropora jacquelineae","Growth form Wallace","cat",NA
"2145","Acropora jacquelineae","Growth form typical","cat",NA
"2146","Acropora jacquelineae","Growth outline type","cat",NA
"2147","Acropora jacquelineae","IUCN Red List category","cat",NA
"2148","Acropora jacquelineae","Indo-Pacific faunal province","cat",NA
"2149","Acropora jacquelineae","Ocean basin","cat",NA
"2150","Acropora jacquelineae","Range size","km^2",6605475.69
"2151","Acropora jacquelineae","Species age phylogeny","mya",4.12342586828475
"2152","Acropora jacquelineae","Substrate attachment","cat",NA
"2153","Acropora jacquelineae","Water clarity preference","cat",NA
"2154","Acropora jacquelineae","Wave exposure preference","cat",NA
"2155","Acropora jacquelineae","Zooxanthellate","cat",NA
"2156","Acropora japonica","Abundance world","cat",NA
"2157","Acropora japonica","Coloniality","cat",NA
"2158","Acropora japonica","Corallite width maximum","mm",0.9
"2159","Acropora japonica","Corallite width minimum","mm",0.6
"2160","Acropora japonica","Depth lower","m",8
"2161","Acropora japonica","Depth upper","m",1
"2162","Acropora japonica","Eastern-most range edge","deg",141.57175896
"2163","Acropora japonica","Genus fossil age","mya",52.44
"2164","Acropora japonica","Genus fossil stage","cat",NA
"2165","Acropora japonica","Geographical region","cat",NA
"2166","Acropora japonica","Growth form Veron","cat",NA
"2167","Acropora japonica","Growth form Wallace","cat",NA
"2168","Acropora japonica","Growth form typical","cat",NA
"2169","Acropora japonica","Growth outline type","cat",NA
"2170","Acropora japonica","IUCN Red List category","cat",NA
"2171","Acropora japonica","Indo-Pacific faunal province","cat",NA
"2172","Acropora japonica","Mode of larval development","cat",NA
"2173","Acropora japonica","Northern-most range edge","deg",36.42807402
"2174","Acropora japonica","Ocean basin","cat",NA
"2175","Acropora japonica","Range size","km^2",1168892.8745
"2176","Acropora japonica","Southern-most range edge","deg",27.89190178
"2177","Acropora japonica","Species age phylogeny","mya",1.50434533687465
"2178","Acropora japonica","Substrate attachment","cat",NA
"2179","Acropora japonica","Water clarity preference","cat",NA
"2180","Acropora japonica","Wave exposure preference","cat",NA
"2181","Acropora japonica","Western-most range edge","deg",117.25172109
"2182","Acropora japonica","Zooxanthellate","cat",NA
"2183","Acropora khayranensis","Abundance world","cat",NA
"2184","Acropora khayranensis","Genus fossil age","mya",52.44
"2185","Acropora khayranensis","Genus fossil stage","cat",NA
"2186","Acropora khayranensis","Geographical region","cat",NA
"2187","Acropora khayranensis","IUCN Red List category","cat",NA
"2188","Acropora khayranensis","Ocean basin","cat",NA
"2189","Acropora khayranensis","Species age phylogeny","mya",1.00495193099056
"2190","Acropora khayranensis","Water clarity preference","cat",NA
"2191","Acropora khayranensis","Wave exposure preference","cat",NA
"2192","Acropora khayranensis","Zooxanthellate","cat",NA
"2193","Acropora kimbeensis","Abundance GBR","cat",NA
"2194","Acropora kimbeensis","Abundance world","cat",NA
"2195","Acropora kimbeensis","Coloniality","cat",NA
"2196","Acropora kimbeensis","Corallite width maximum","mm",0.6
"2197","Acropora kimbeensis","Corallite width minimum","mm",0.4
"2198","Acropora kimbeensis","Depth lower","m",31.6666666666667
"2199","Acropora kimbeensis","Depth upper","m",3
"2200","Acropora kimbeensis","Eastern-most range edge","deg",164.02394221
"2201","Acropora kimbeensis","Genus fossil age","mya",52.44
"2202","Acropora kimbeensis","Genus fossil stage","cat",NA
"2203","Acropora kimbeensis","Geographical region","cat",NA
"2204","Acropora kimbeensis","Growth form Veron","cat",NA
"2205","Acropora kimbeensis","Growth form Wallace","cat",NA
"2206","Acropora kimbeensis","Growth form typical","cat",NA
"2207","Acropora kimbeensis","Growth outline type","cat",NA
"2208","Acropora kimbeensis","IUCN Red List category","cat",NA
"2209","Acropora kimbeensis","Indo-Pacific faunal province","cat",NA
"2210","Acropora kimbeensis","Northern-most range edge","deg",26.47399752
"2211","Acropora kimbeensis","Ocean basin","cat",NA
"2212","Acropora kimbeensis","Range size","km^2",8672469.485
"2213","Acropora kimbeensis","Southern-most range edge","deg",-24.8542443
"2214","Acropora kimbeensis","Species age phylogeny","mya",0.915888105997414
"2215","Acropora kimbeensis","Substrate attachment","cat",NA
"2216","Acropora kimbeensis","Water clarity preference","cat",NA
"2217","Acropora kimbeensis","Wave exposure preference","cat",NA
"2218","Acropora kimbeensis","Western-most range edge","deg",93.749034
"2219","Acropora kimbeensis","Zooxanthellate","cat",NA
"2220","Acropora kirstyae","Abundance GBR","cat",NA
"2221","Acropora kirstyae","Abundance world","cat",NA
"2222","Acropora kirstyae","Coloniality","cat",NA
"2223","Acropora kirstyae","Corallite width maximum","mm",0.8
"2224","Acropora kirstyae","Corallite width minimum","mm",0.2
"2225","Acropora kirstyae","Depth lower","m",27.5
"2226","Acropora kirstyae","Depth upper","m",10
"2227","Acropora kirstyae","Eastern-most range edge","deg",-173.30062355
"2228","Acropora kirstyae","Genus fossil age","mya",52.44
"2229","Acropora kirstyae","Genus fossil stage","cat",NA
"2230","Acropora kirstyae","Geographical region","cat",NA
"2231","Acropora kirstyae","Growth form Veron","cat",NA
"2232","Acropora kirstyae","Growth form Wallace","cat",NA
"2233","Acropora kirstyae","Growth form typical","cat",NA
"2234","Acropora kirstyae","Growth outline type","cat",NA
"2235","Acropora kirstyae","IUCN Red List category","cat",NA
"2236","Acropora kirstyae","Indo-Pacific faunal province","cat",NA
"2237","Acropora kirstyae","Northern-most range edge","deg",29.93525055
"2238","Acropora kirstyae","Ocean basin","cat",NA
"2239","Acropora kirstyae","Range size","km^2",27207932.085
"2240","Acropora kirstyae","Southern-most range edge","deg",-25.18305853
"2241","Acropora kirstyae","Species age phylogeny","mya",1.30429697718361
"2242","Acropora kirstyae","Substrate attachment","cat",NA
"2243","Acropora kirstyae","Water clarity preference","cat",NA
"2244","Acropora kirstyae","Wave exposure preference","cat",NA
"2245","Acropora kirstyae","Western-most range edge","deg",94.362003
"2246","Acropora kirstyae","Zooxanthellate","cat",NA
"2247","Acropora kosurini","Abundance world","cat",NA
"2248","Acropora kosurini","Coloniality","cat",NA
"2249","Acropora kosurini","Corallite width maximum","mm",0.8
"2250","Acropora kosurini","Corallite width minimum","mm",0.6
"2251","Acropora kosurini","Depth lower","m",17
"2252","Acropora kosurini","Depth upper","m",8
"2253","Acropora kosurini","Eastern-most range edge","deg",128.36976081
"2254","Acropora kosurini","Genus fossil age","mya",52.44
"2255","Acropora kosurini","Genus fossil stage","cat",NA
"2256","Acropora kosurini","Geographical region","cat",NA
"2257","Acropora kosurini","Growth form Veron","cat",NA
"2258","Acropora kosurini","Growth form Wallace","cat",NA
"2259","Acropora kosurini","Growth form typical","cat",NA
"2260","Acropora kosurini","Growth outline type","cat",NA
"2261","Acropora kosurini","IUCN Red List category","cat",NA
"2262","Acropora kosurini","Indo-Pacific faunal province","cat",NA
"2263","Acropora kosurini","Northern-most range edge","deg",13.03908859
"2264","Acropora kosurini","Ocean basin","cat",NA
"2265","Acropora kosurini","Range size","km^2",3648539.273
"2266","Acropora kosurini","Southern-most range edge","deg",-30.02151696
"2267","Acropora kosurini","Species age phylogeny","mya",0.87710031062778
"2268","Acropora kosurini","Substrate attachment","cat",NA
"2269","Acropora kosurini","Water clarity preference","cat",NA
"2270","Acropora kosurini","Wave exposure preference","cat",NA
"2271","Acropora kosurini","Western-most range edge","deg",96.5049127
"2272","Acropora kosurini","Zooxanthellate","cat",NA
"2273","Acropora lamarcki","Abundance world","cat",NA
"2274","Acropora lamarcki","Calcification rate","g cm ^-2 yr^-1",1.83
"2275","Acropora lamarcki","Coloniality","cat",NA
"2276","Acropora lamarcki","Colony maximum diameter","cm",200
"2277","Acropora lamarcki","Depth lower","m",15
"2278","Acropora lamarcki","Depth upper","m",2
"2279","Acropora lamarcki","Eastern-most range edge","deg",82.7255189
"2280","Acropora lamarcki","Genus fossil age","mya",52.44
"2281","Acropora lamarcki","Genus fossil stage","cat",NA
